n_threads,matrix_size,n_steps,time
8,8192,5000,63416061
8,128,10000,89463
8,256,10000,132968
8,512,10000,312415
8,1024,10000,1021047
8,2048,10000,4020211
8,4096,10000,31946947
8,8192,10000,126911724
8,128,50000,373364
8,256,50000,585847
8,512,50000,1456921
8,1024,50000,5030973
8,2048,50000,20042731
8,128,100,1422
8,256,100,2092
8,512,100,5779
8,1024,100,20459
8,2048,100,63255
8,4096,100,319375
8,8192,100,1253387
8,128,500,5889
8,256,500,9534
8,512,500,27261
8,1024,500,73360
8,2048,500,225137
8,4096,500,1623294
8,8192,500,6324202
8,128,1000,10388
8,256,1000,20161
8,512,1000,54141
8,1024,1000,122099
8,2048,1000,416560
8,4096,1000,3188569
8,8192,1000,12644340
8,128,5000,51308
8,256,5000,79425
8,512,5000,166794
8,1024,5000,518531
8,2048,5000,2017180
8,4096,5000,16156030
8,8192,5000,63471265
8,128,10000,87263
8,256,10000,137886
8,512,10000,308438
8,1024,10000,1018331
8,2048,10000,4024909
8,4096,10000,31831528
8,8192,10000,126920682
8,128,50000,382498
8,256,50000,588873
8,512,50000,1464767
8,1024,50000,5030143
8,2048,50000,20045487
8,128,100,1499
8,256,100,2029
8,512,100,5263
8,1024,100,20246
8,2048,100,64255
8,4096,100,319337
8,8192,100,1251418
8,128,500,4510
8,256,500,10209
8,512,500,27488
8,1024,500,73483
8,2048,500,232908
8,4096,500,1615873
8,8192,500,6314963
8,128,1000,10155
8,256,1000,19094
8,512,1000,51845
8,1024,1000,122499
8,2048,1000,418034
8,4096,1000,3185856
8,8192,1000,12651772
8,128,5000,52785
8,256,5000,75322
8,512,5000,165056
8,1024,5000,521730
8,2048,5000,2030217
8,4096,5000,16150653
8,8192,5000,63395425
8,128,10000,84748
8,256,10000,128184
8,512,10000,320885
8,1024,10000,1017890
8,2048,10000,4002337
8,4096,10000,31848346
8,8192,10000,127107812
8,128,50000,376775
8,256,50000,595850
8,512,50000,1466827
8,1024,50000,5029185
8,2048,50000,20012379
8,128,100,1307
8,256,100,2190
8,512,100,5634
8,1024,100,19167
8,2048,100,64386
8,4096,100,333125
8,8192,100,1250902
8,128,500,5566
8,256,500,10054
8,512,500,27268
8,1024,500,73361
8,2048,500,222772
8,4096,500,1590215
8,8192,500,6367783
8,128,1000,10125
8,256,1000,20050
8,512,1000,51473
8,1024,1000,122461
8,2048,1000,418049
8,4096,1000,3158753
8,8192,1000,12606649
8,128,5000,54181
8,256,5000,74462
8,512,5000,172126
8,1024,5000,521060
8,2048,5000,2014195
8,4096,5000,15936361
8,8192,5000,63352943
8,128,10000,91731
8,256,10000,139165
8,512,10000,318046
8,1024,10000,1019524
8,2048,10000,4016210
8,4096,10000,31827635
8,8192,10000,126798762
8,128,50000,378893
8,256,50000,614914
8,512,50000,1463937
8,1024,50000,5065492
8,2048,50000,20056171
8,128,100,1314
8,256,100,2254
8,512,100,5292
8,1024,100,18906
8,2048,100,64167
8,4096,100,325817
8,8192,100,1252113
8,128,500,5609
8,256,500,9944
8,512,500,26855
8,1024,500,76558
8,2048,500,221801
8,4096,500,1592526
8,8192,500,6586389
8,128,1000,11084
8,256,1000,20064
8,512,1000,51024
8,1024,1000,121944
8,2048,1000,418925
8,4096,1000,3179916
8,8192,1000,12650510
8,128,5000,51925
8,256,5000,79901
8,512,5000,170484
8,1024,5000,520473
8,2048,5000,2001843
8,4096,5000,15951272
8,8192,5000,63456221
8,128,10000,82617
8,256,10000,135866
8,512,10000,314491
8,1024,10000,1047246
8,2048,10000,4013754
8,4096,10000,31835692
8,8192,10000,126902368
8,128,50000,385934
8,256,50000,592947
8,512,50000,1465334
8,1024,50000,5047196
8,2048,50000,20077347
8,128,100,1423
8,256,100,2144
8,512,100,5530
8,1024,100,18984
8,2048,100,63562
8,4096,100,333551
8,8192,100,1251614
8,128,500,5843
8,256,500,10324
8,512,500,25851
8,1024,500,72982
8,2048,500,225319
8,4096,500,1599456
8,8192,500,6331757
8,128,1000,10101
8,256,1000,19136
8,512,1000,51795
8,1024,1000,107503
8,2048,1000,419415
8,4096,1000,3316212
8,8192,1000,12622346
8,128,5000,42461
8,256,5000,77589
8,512,5000,172642
8,1024,5000,521892
8,2048,5000,2022997
8,4096,5000,15934747
8,8192,5000,63439972
8,128,10000,82723
8,256,10000,133896
8,512,10000,311597
8,1024,10000,1020805
8,2048,10000,4038776
8,4096,10000,31957207
8,8192,10000,126954848
8,128,50000,380932
8,256,50000,600104
8,512,50000,1465908
8,1024,50000,5033752
8,2048,50000,19999415
8,128,100,1157
8,256,100,2031
8,512,100,5413
8,1024,100,20506
8,2048,100,65517
8,4096,100,319223
8,8192,100,1253512
8,128,500,5505
8,256,500,10370
8,512,500,26673
8,1024,500,73009
8,2048,500,221869
8,4096,500,1578715
8,8192,500,6314890
8,128,1000,9646
8,256,1000,19702
8,512,1000,51536
8,1024,1000,122795
8,2048,1000,416811
8,4096,1000,3303404
8,8192,1000,12614552
8,128,5000,53517
8,256,5000,82397
8,512,5000,220235
8,1024,5000,520281
8,2048,5000,2002291
8,4096,5000,15943887
8,8192,5000,63469263
8,128,10000,86511
8,256,10000,132025
8,512,10000,315565
8,1024,10000,1022595
8,2048,10000,4029619
8,4096,10000,31959588
8,8192,10000,126999885
8,128,50000,373490
8,256,50000,605168
8,512,50000,1467926
8,1024,50000,5033093
8,2048,50000,20114200
8,128,100,1374
8,256,100,2020
8,512,100,5752
8,1024,100,19554
8,2048,100,64055
8,4096,100,319152
8,8192,100,1254532
8,128,500,5787
8,256,500,9982
8,512,500,26114
8,1024,500,72067
8,2048,500,220384
8,4096,500,1577158
8,8192,500,6300286
8,128,1000,9903
8,256,1000,19766
8,512,1000,50822
8,1024,1000,123055
8,2048,1000,419546
8,4096,1000,3185608
8,8192,1000,12727945
8,128,5000,52120
8,256,5000,74554
8,512,5000,169197
8,1024,5000,528748
8,2048,5000,2018685
8,4096,5000,15938786
8,8192,5000,63456997
8,128,10000,88475
8,256,10000,131275
8,512,10000,317492
8,1024,10000,1020285
8,2048,10000,4023884
8,4096,10000,32053608
8,8192,10000,126889380
8,128,50000,378755
8,256,50000,610899
8,512,50000,1469103
8,1024,50000,5033688
8,2048,50000,20164140
16,128,100,2254
16,256,100,2377
16,512,100,3863
16,1024,100,12173
16,2048,100,44247
16,4096,100,363483
16,8192,100,1387081
16,128,500,9258
16,256,500,11267
16,512,500,20046
16,1024,500,52625
16,2048,500,140437
16,4096,500,1732734
16,8192,500,7176042
16,128,1000,14780
16,256,1000,21400
16,512,1000,36945
16,1024,1000,84077
16,2048,1000,264334
16,4096,1000,3667664
16,8192,1000,14924204
16,128,5000,74929
16,256,5000,78464
16,512,5000,137712
16,1024,5000,330648
16,2048,5000,1440391
16,4096,5000,18362524
16,8192,5000,72663399
16,128,10000,121413
16,256,10000,150911
16,512,10000,246725
16,1024,10000,900228
16,2048,10000,3273520
16,4096,10000,37429229
16,8192,10000,146976666
16,128,50000,549028
16,256,50000,668766
16,512,50000,1409368
16,1024,50000,3447449
16,2048,50000,13414457
16,128,100,1988
16,256,100,2271
16,512,100,4485
16,1024,100,11962
16,2048,100,111811
16,4096,100,343681
16,8192,100,1529096
16,128,500,8887
16,256,500,11475
16,512,500,19098
16,1024,500,52910
16,2048,500,139542
16,4096,500,1807963
16,8192,500,6972064
16,128,1000,15901
16,256,1000,19663
16,512,1000,38830
16,1024,1000,247585
16,2048,1000,260115
16,4096,1000,3642755
16,8192,1000,14219397
16,128,5000,295696
16,256,5000,79668
16,512,5000,131499
16,1024,5000,332399
16,2048,5000,1217779
16,4096,5000,19010681
16,8192,5000,73540870
16,128,10000,122550
16,256,10000,141866
16,512,10000,245068
16,1024,10000,662798
16,2048,10000,2448789
16,4096,10000,37463141
16,8192,10000,146187466
16,128,50000,594945
16,256,50000,871398
16,512,50000,1162028
16,1024,50000,3417115
16,2048,50000,13251628
16,128,100,2051
16,256,100,2454
16,512,100,4574
16,1024,100,11903
16,2048,100,40468
16,4096,100,350973
16,8192,100,1354225
16,128,500,8564
16,256,500,11503
16,512,500,29181
16,1024,500,54207
16,2048,500,142496
16,4096,500,1712861
16,8192,500,7204792
16,128,1000,14403
16,256,1000,22148
16,512,1000,38415
16,1024,1000,84541
16,2048,1000,264235
16,4096,1000,3446749
16,8192,1000,14183544
16,128,5000,308771
16,256,5000,75699
16,512,5000,146268
16,1024,5000,553099
16,2048,5000,1234071
16,4096,5000,18835464
16,8192,5000,73030207
16,128,10000,120495
16,256,10000,141501
16,512,10000,247694
16,1024,10000,646153
16,2048,10000,2671881
16,4096,10000,38212429
16,8192,10000,145706580
16,128,50000,556748
16,256,50000,910783
16,512,50000,1172756
16,1024,50000,3400392
16,2048,50000,13659354
16,128,100,2101
16,256,100,2602
16,512,100,3952
16,1024,100,12446
16,2048,100,41240
16,4096,100,363264
16,8192,100,1359798
16,128,500,8646
16,256,500,11165
16,512,500,20314
16,1024,500,52462
16,2048,500,141309
16,4096,500,1726578
16,8192,500,7251239
16,128,1000,13420
16,256,1000,20241
16,512,1000,37279
16,1024,1000,82606
16,2048,1000,257631
16,4096,1000,3661753
16,8192,1000,14432734
16,128,5000,65798
16,256,5000,92521
16,512,5000,145926
16,1024,5000,901303
16,2048,5000,1488360
16,4096,5000,18341693
16,8192,5000,73634228
16,128,10000,124129
16,256,10000,138616
16,512,10000,242126
16,1024,10000,645671
16,2048,10000,2683734
16,4096,10000,37575651
16,8192,10000,146263474
16,128,50000,551705
16,256,50000,943667
16,512,50000,1153056
16,1024,50000,3408097
16,2048,50000,13979682
16,128,100,1892
16,256,100,2715
16,512,100,4236
16,1024,100,11082
16,2048,100,40512
16,4096,100,342300
16,8192,100,1354152
16,128,500,8590
16,256,500,10985
16,512,500,19612
16,1024,500,54270
16,2048,500,140971
16,4096,500,1952406
16,8192,500,7172157
16,128,1000,16780
16,256,1000,19684
16,512,1000,38634
16,1024,1000,100917
16,2048,1000,257278
16,4096,1000,3566050
16,8192,1000,14426307
16,128,5000,69359
16,256,5000,94399
16,512,5000,134172
16,1024,5000,334305
16,2048,5000,1233965
16,4096,5000,18841059
16,8192,5000,73154900
16,128,10000,302001
16,256,10000,447950
16,512,10000,273537
16,1024,10000,650084
16,2048,10000,2607506
16,4096,10000,37298147
16,8192,10000,146605104
16,128,50000,564267
16,256,50000,669566
16,512,50000,1427949
16,1024,50000,3409894
16,2048,50000,12954524
16,128,100,2004
16,256,100,2462
16,512,100,3923
16,1024,100,12199
16,2048,100,281268
16,4096,100,344258
16,8192,100,1540899
16,128,500,7402
16,256,500,11317
16,512,500,19656
16,1024,500,51965
16,2048,500,139947
16,4096,500,1764843
16,8192,500,7248110
16,128,1000,14554
16,256,1000,20999
16,512,1000,38047
16,1024,1000,299390
16,2048,1000,261259
16,4096,1000,3616673
16,8192,1000,14725272
16,128,5000,66335
16,256,5000,74930
16,512,5000,133253
16,1024,5000,333633
16,2048,5000,1224041
16,4096,5000,19112846
16,8192,5000,72909870
16,128,10000,357582
16,256,10000,139753
16,512,10000,251407
16,1024,10000,642003
16,2048,10000,2620840
16,4096,10000,37939425
16,8192,10000,146771980
16,128,50000,551055
16,256,50000,680747
16,512,50000,1396308
16,1024,50000,3997612
16,2048,50000,12827915
16,128,100,2031
16,256,100,2866
16,512,100,4488
16,1024,100,11316
16,2048,100,42082
16,4096,100,343693
16,8192,100,1540483
16,128,500,7017
16,256,500,11737
16,512,500,18566
16,1024,500,54198
16,2048,500,139882
16,4096,500,1931934
16,8192,500,7183219
16,128,1000,13840
16,256,1000,18419
16,512,1000,37908
16,1024,1000,83204
16,2048,1000,263073
16,4096,1000,3996273
16,8192,1000,15057114
16,128,5000,77420
16,256,5000,321541
16,512,5000,132463
16,1024,5000,335770
16,2048,5000,1222917
16,4096,5000,18490292
16,8192,5000,73407160
16,128,10000,124191
16,256,10000,140523
16,512,10000,249107
16,1024,10000,880417
16,2048,10000,2462399
16,4096,10000,37369462
16,8192,10000,146700022
16,128,50000,751345
16,256,50000,661990
16,512,50000,1157987
16,1024,50000,3501212
16,2048,50000,13347668
16,128,100,2001
16,256,100,2585
16,512,100,5556
16,1024,100,11671
16,2048,100,44049
16,4096,100,342334
16,8192,100,1352374
16,128,500,8131
16,256,500,11307
16,512,500,20087
16,1024,500,52233
16,2048,500,160098
16,4096,500,2290091
16,8192,500,7194360
16,128,1000,14924
16,256,1000,22342
16,512,1000,37333
16,1024,1000,83030
16,2048,1000,262645
16,4096,1000,3931337
16,8192,1000,14351257
16,128,5000,63866
16,256,5000,84648
16,512,5000,135726
16,1024,5000,330357
16,2048,5000,1243710
16,4096,5000,18763612
16,8192,5000,73551146
16,128,10000,121582
16,256,10000,144822
16,512,10000,248080
16,1024,10000,919877
16,2048,10000,2398800
16,4096,10000,37231339
16,8192,10000,146952786
16,128,50000,715096
16,256,50000,668652
16,512,50000,1154095
16,1024,50000,3487271
16,2048,50000,13111854
16,128,100,1885
16,256,100,2659
16,512,100,4362
16,1024,100,11094
16,2048,100,40907
16,4096,100,367925
16,8192,100,1435789
16,128,500,8086
16,256,500,13220
16,512,500,19454
16,1024,500,53272
16,2048,500,139300
16,4096,500,1953206
16,8192,500,7156144
16,128,1000,14583
16,256,1000,21494
16,512,1000,38418
16,1024,1000,83665
16,2048,1000,260895
16,4096,1000,3661938
16,8192,1000,14889380
16,128,5000,68459
16,256,5000,77624
16,512,5000,151577
16,1024,5000,328886
16,2048,5000,1493570
16,4096,5000,18963167
16,8192,5000,74884120
16,128,10000,120570
16,256,10000,151734
16,512,10000,242658
16,1024,10000,642543
16,2048,10000,2703030
16,4096,10000,38175896
16,8192,10000,145740330
16,128,50000,855489
16,256,50000,716235
16,512,50000,1573970
16,1024,50000,3432571
16,2048,50000,13228476
16,128,100,1988
16,256,100,2574
16,512,100,4495
16,1024,100,11099
16,2048,100,41434
16,4096,100,344256
16,8192,100,1352283
16,128,500,8032
16,256,500,11531
16,512,500,23241
16,1024,500,52123
16,2048,500,172328
16,4096,500,1940752
16,8192,500,7255732
16,128,1000,15141
16,256,1000,22297
16,512,1000,61973
16,1024,1000,84221
16,2048,1000,262877
16,4096,1000,3687889
16,8192,1000,14919312
16,128,5000,66801
16,256,5000,89663
16,512,5000,139348
16,1024,5000,334401
16,2048,5000,1467851
16,4096,5000,18468862
16,8192,5000,73309243
16,128,10000,325254
16,256,10000,142770
16,512,10000,266233
16,1024,10000,648756
16,2048,10000,2730119
16,4096,10000,37439717
16,8192,10000,146474707
16,128,50000,551864
16,256,50000,678153
16,512,50000,1381027
16,1024,50000,4119074
16,2048,50000,13079725
1,64,100,502
1,64,500,1258
1,64,1000,5113
1,64,5000,25052
1,64,10000,50720
1,64,50000,148875
1,64,100,577
1,64,500,2811
1,64,1000,4860
1,64,5000,20911
1,64,10000,50224
1,64,50000,148763
1,64,100,409
1,64,500,2864
1,64,1000,5001
1,64,5000,20840
1,64,10000,50397
1,64,50000,147341
1,64,100,514
1,64,500,2463
1,64,1000,4364
1,64,5000,25777
1,64,10000,51038
1,64,50000,148935
1,64,100,434
1,64,500,2469
1,64,1000,5076
1,64,5000,25942
1,64,10000,49991
1,64,50000,143347
1,64,100,437
1,64,500,2530
1,64,1000,2493
1,64,5000,25542
1,64,10000,50020
1,64,50000,147572
1,64,100,499
1,64,500,2492
1,64,1000,4395
1,64,5000,25584
1,64,10000,50599
1,64,50000,138044
1,64,100,502
1,64,500,2660
1,64,1000,5167
1,64,5000,20129
1,64,10000,28855
1,64,50000,147289
1,64,100,501
1,64,500,2412
1,64,1000,4629
1,64,5000,26564
1,64,10000,51233
1,64,50000,148544
1,64,100,504
1,64,500,2465
1,64,1000,5429
1,64,5000,25964
1,64,10000,28827
1,64,50000,148737
2,64,100,669
2,64,500,2912
2,64,1000,6004
2,64,5000,24441
2,64,10000,53707
2,64,50000,201393
2,64,100,678
2,64,500,2586
2,64,1000,4176
2,64,5000,28253
2,64,10000,55061
2,64,50000,197593
2,64,100,532
2,64,500,2076
2,64,1000,4337
2,64,5000,25480
2,64,10000,54596
2,64,50000,212333
2,64,100,639
2,64,500,2951
2,64,1000,5399
2,64,5000,27421
2,64,10000,42582
2,64,50000,213845
2,64,100,674
2,64,500,2939
2,64,1000,6384
2,64,5000,29315
2,64,10000,57561
2,64,50000,198447
2,64,100,560
2,64,500,2695
2,64,1000,5783
2,64,5000,29214
2,64,10000,50996
2,64,50000,200882
2,64,100,454
2,64,500,2952
2,64,1000,5837
2,64,5000,28635
2,64,10000,56377
2,64,50000,212834
2,64,100,641
2,64,500,1907
2,64,1000,5732
2,64,5000,28552
2,64,10000,56535
2,64,50000,212724
2,64,100,470
2,64,500,2392
2,64,1000,4343
2,64,5000,17223
2,64,10000,43419
2,64,50000,132103
2,64,100,588
2,64,500,2728
2,64,1000,5397
2,64,5000,29171
2,64,10000,52474
2,64,50000,210867
4,64,100,643
4,64,500,3027
4,64,1000,6505
4,64,5000,30893
4,64,10000,59354
4,64,50000,236461
4,64,100,640
4,64,500,2773
4,64,1000,5947
4,64,5000,29118
4,64,10000,57362
4,64,50000,230055
4,64,100,653
4,64,500,2797
4,64,1000,5970
4,64,5000,27609
4,64,10000,54833
4,64,50000,233114
4,64,100,650
4,64,500,2884
4,64,1000,3192
4,64,5000,29884
4,64,10000,59472
4,64,50000,233350
4,64,100,628
4,64,500,3159
4,64,1000,5777
4,64,5000,31003
4,64,10000,59423
4,64,50000,239858
4,64,100,613
4,64,500,2511
4,64,1000,5713
4,64,5000,26633
4,64,10000,60381
4,64,50000,233877
4,64,100,612
4,64,500,3135
4,64,1000,6001
4,64,5000,29101
4,64,10000,58110
4,64,50000,233794
4,64,100,715
4,64,500,2840
4,64,1000,6242
4,64,5000,32571
4,64,10000,55957
4,64,50000,226749
4,64,100,545
4,64,500,3048
4,64,1000,5693
4,64,5000,27606
4,64,10000,55898
4,64,50000,221034
4,64,100,648
4,64,500,2910
4,64,1000,5612
4,64,5000,30987
4,64,10000,54959
4,64,50000,234377
8,64,100,1057
8,64,500,4807
8,64,1000,9560
8,64,5000,43249
8,64,10000,76095
8,64,50000,314606
8,64,100,795
8,64,500,3437
8,64,1000,8040
8,64,5000,41077
8,64,10000,70270
8,64,50000,313344
8,64,100,780
8,64,500,4191
8,64,1000,8470
8,64,5000,40256
8,64,10000,73233
8,64,50000,319125
8,64,100,734
8,64,500,4027
8,64,1000,7821
8,64,5000,41155
8,64,10000,70627
8,64,50000,315784
8,64,100,771
8,64,500,4076
8,64,1000,9419
8,64,5000,41452
8,64,10000,76394
8,64,50000,317966
8,64,100,743
8,64,500,4028
8,64,1000,8022
8,64,5000,46018
8,64,10000,77240
8,64,50000,316579
8,64,100,788
8,64,500,3944
8,64,1000,7552
8,64,5000,37072
8,64,10000,70181
8,64,50000,316061
8,64,100,768
8,64,500,3716
8,64,1000,7996
8,64,5000,42368
8,64,10000,73730
8,64,50000,312546
8,64,100,774
8,64,500,4405
8,64,1000,8020
8,64,5000,42517
8,64,10000,73589
8,64,50000,322882
8,64,100,724
8,64,500,3741
8,64,1000,7381
8,64,5000,37899
8,64,10000,68669
8,64,50000,318296
16,64,100,1317
16,64,500,11033
16,64,1000,12338
16,64,5000,62451
16,64,10000,106660
16,64,50000,516357
16,64,100,1359
16,64,500,6485
16,64,1000,15121
16,64,5000,64877
16,64,10000,111474
16,64,50000,548726
16,64,100,72805
16,64,500,179128
16,64,1000,10950
16,64,5000,149352
16,64,10000,130580
16,64,50000,976891
16,64,100,16863
16,64,500,12214
16,64,1000,10668
16,64,5000,56840
16,64,10000,285225
16,64,50000,848960
16,64,100,1332
16,64,500,6773
16,64,1000,11214
16,64,5000,52289
16,64,10000,109648
16,64,50000,754239
16,64,100,1262
16,64,500,5341
16,64,1000,11110
16,64,5000,55525
16,64,10000,108334
16,64,50000,512590
16,64,100,1225
16,64,500,6080
16,64,1000,12370
16,64,5000,61153
16,64,10000,106902
16,64,50000,531934
16,64,100,1215
16,64,500,5657
16,64,1000,11807
16,64,5000,59188
16,64,10000,107577
16,64,50000,516954
16,64,100,1426
16,64,500,6513
16,64,1000,11651
16,64,5000,59640
16,64,10000,109804
16,64,50000,521997
16,64,100,125546
16,64,500,146724
16,64,1000,12767
16,64,5000,57219
16,64,10000,109769
16,64,50000,525377
