,loss,accuracy,f1_score,val_loss,val_accuracy,val_f1_score
0,3.072806315660477,0.17759999632835388,0.17099793546298653,2.4953256702423094,0.1500999927520752,0.09319450043517849
1,1.9891606793403624,0.2645600140094757,0.2545814234273693,2.493521502017975,0.16200000047683716,0.10754717790919488
2,1.7691485562324525,0.3274199962615967,0.31412913024099887,2.5507160806655884,0.18119999766349792,0.1280673048313325
3,1.6370045235157014,0.3790000081062317,0.36405348482869393,2.016271150112152,0.2890999913215637,0.24935750092996006
4,1.536141881942749,0.42072001099586487,0.4053067326102829,2.3844006049633024,0.26249998807907104,0.22024777779946636
5,1.4387499713897705,0.46435999870300293,0.4486855438634394,1.6040197968482972,0.4223000109195709,0.39802097191883345
6,1.343571042060852,0.5038599967956543,0.4878513027730677,1.5639065217971801,0.4465000033378601,0.4373680312492456
7,1.248082307934761,0.543940007686615,0.5290876682656527,2.0919370818138123,0.35519999265670776,0.3324052336735873
8,1.1568964260816574,0.5816799998283386,0.5684402190263229,1.3536829030513764,0.5049999952316284,0.4739846821941629
9,1.0708948819637298,0.6116200089454651,0.5980810168773593,1.3234221929311751,0.5464000105857849,0.527354719873797
10,1.0057393381595612,0.6396999955177307,0.6276875526865576,1.0178978979587554,0.6383000016212463,0.6227431716111425
11,0.9427702420949936,0.6653599739074707,0.6533315535530153,1.8196564614772797,0.4072999954223633,0.3832343305624113
12,0.9084396569728851,0.6790800094604492,0.6678603624583008,0.8838112342357636,0.6880000233650208,0.6741506793290882
13,0.8530737918615341,0.697160005569458,0.6855917370137788,1.133386298418045,0.6166999936103821,0.6116653627162791
14,0.8123339204788208,0.7132800221443176,0.7029080443585634,0.787506992816925,0.7218999862670898,0.7111804758419928
15,0.7723339734077453,0.7268800139427185,0.717459696822721,0.7790522593259811,0.7206000089645386,0.7052571718874069
16,0.7472192583084106,0.7378000020980835,0.728345373913314,0.7055492794513702,0.7541999816894531,0.7434615619072789
17,0.7203295595049858,0.7510600090026855,0.7416999886275484,0.7174830335378647,0.7522000074386597,0.7404070325416953
18,0.6918420933485031,0.7589600086212158,0.7496123218694134,0.6888147532939911,0.7638000249862671,0.7573123209167966
19,0.6622324025630951,0.7709599733352661,0.7621519603621293,0.8074259394407273,0.7285000085830688,0.7171735119984981
20,0.6502283113002777,0.7765399813652039,0.768190973898152,0.69101976364851,0.7645999789237976,0.7520981673446644
21,0.6257813838124275,0.7851999998092651,0.7767039654182938,0.6236087968945503,0.7888000011444092,0.7789396656622334
22,0.6105317009091378,0.7900000214576721,0.7814877359890954,0.8249507665634155,0.7200000286102295,0.7057054885581985
23,0.586118736922741,0.797819972038269,0.7892022561263187,0.6404332038760185,0.7827000021934509,0.7715405330111571
24,0.5761726743578911,0.8023800253868103,0.7934500602856636,0.6218684855103492,0.7886000275611877,0.7740705753842204
25,0.5528443294167519,0.8113200068473816,0.8037684915530546,0.5832878819108009,0.7996000051498413,0.7903629199845207
26,0.54227573543787,0.8155199885368347,0.8072837778415847,0.6174750047922134,0.7864000201225281,0.7790342609200812
27,0.5288741135001183,0.819320023059845,0.8121300349420649,0.6012568318843842,0.7979999780654907,0.7844423211539396
28,0.5140899823904037,0.8253800272941589,0.8175167699561885,0.6063190793991089,0.7947999835014343,0.784515138746256
29,0.5020953310728073,0.8265399932861328,0.8193251797703892,0.5373498372733593,0.815500020980835,0.8058802474818446
30,0.4907441365122795,0.8310199975967407,0.823357288315249,0.5567293748259544,0.8127999901771545,0.802594003064093
31,0.47993229687213895,0.8352800011634827,0.8272924613639779,0.6363875392079353,0.7975000143051147,0.7855560351117589
32,0.4743854984045029,0.8367000222206116,0.8289921593014544,0.5872154954075813,0.8016999959945679,0.7924153797400506
33,0.4624422064423561,0.84170001745224,0.8344638859037603,0.5395854121446609,0.8188999891281128,0.8073276984149804
34,0.45058983042836187,0.8463799953460693,0.8390874270654783,0.4948886601626873,0.8341000080108643,0.8241407547990187
35,0.438559711009264,0.8497400283813477,0.8432764191456701,0.6993450930714608,0.7791000008583069,0.7713128027852316
36,0.43229473984241484,0.8519200086593628,0.8453170768524166,0.5057691225409507,0.8327999711036682,0.8224132547828036
37,0.42122498887777327,0.8550599813461304,0.8484183361163972,0.5283082963526249,0.829200029373169,0.819353581076137
38,0.41929925349354746,0.8570799827575684,0.8500066478571039,0.49014505848288537,0.8360000252723694,0.8264560078054928
39,0.40742361670732496,0.8598999977111816,0.853753486359891,0.5845740446448326,0.8134999871253967,0.8053817289095635
40,0.40271773681044576,0.861739993095398,0.8549558796931565,0.49686343505978586,0.8345999717712402,0.8241743163580381
41,0.3899404612779617,0.865559995174408,0.8598745274276585,0.47232631653547286,0.8460000157356262,0.8375625113202294
42,0.3907480636239052,0.8657000064849854,0.8596472814704191,0.5016890648007393,0.836899995803833,0.8266490215289377
43,0.3768157403767109,0.869379997253418,0.8634549689814024,0.5003274799883366,0.8367000222206116,0.8262672972988105
44,0.3741899506747723,0.8726199865341187,0.866297851192624,0.4707984034717083,0.8431000113487244,0.8343950751641972
45,0.36645525577664373,0.8751000165939331,0.8691622493632185,0.6023697128891945,0.8159999847412109,0.8059655270766697
46,0.3612852458655834,0.8769599795341492,0.8713754064766003,0.4961283600330353,0.8450999855995178,0.835846280972796
47,0.3590053396821022,0.8775799870491028,0.8716894449809978,0.47058569863438604,0.8525000214576721,0.8437852622622407
48,0.34713006713986394,0.8817999958992004,0.8758213943542411,0.5150274257361889,0.8371999859809875,0.8250140935435664
49,0.3454627810716629,0.8806399703025818,0.8750501238884592,0.4753186757862568,0.8483999967575073,0.837663445574256
