,loss,accuracy,val_loss,val_accuracy
0,1.8612496616840362,0.3421199917793274,1.90506263256073,0.32919999957084656
1,1.2205337859392167,0.5598400235176086,1.3861113595962524,0.5386000275611877
2,0.9866015053987504,0.6542999744415283,0.9822050160169602,0.661300003528595
3,0.8645203038454056,0.6983399987220764,0.8582098710536957,0.6980999708175659
4,0.7813508290052414,0.7299399971961975,0.9444415593147277,0.6915000081062317
5,0.7081975792050361,0.7595999836921692,0.67048111140728,0.7752000093460083
6,0.6612155782580376,0.7743600010871887,0.7046543899178505,0.7574999928474426
7,0.6251245220303535,0.7865399718284607,0.8675824028253555,0.7106000185012817
8,0.5885795016884804,0.8000800013542175,0.5944642236828804,0.8001000285148621
9,0.5561998128294945,0.8108400106430054,0.6467255845665931,0.784600019454956
10,0.5305710031390191,0.8206200003623962,0.5398885175585747,0.8187999725341797
11,0.5009164353013038,0.8297799825668335,0.5308891594409942,0.8230000138282776
12,0.47020391216874124,0.8414400219917297,0.5689310564100742,0.8120999932289124
13,0.45883556818962096,0.8449000120162964,0.6841337779164314,0.7858999967575073
14,0.43593023279309273,0.8520799875259399,0.5612314909696579,0.8219000101089478
15,0.4170565597116947,0.8587599992752075,0.5200609174370766,0.8312000036239624
16,0.4005282862782478,0.8655400276184082,0.6909278386831283,0.7850000262260437
17,0.38569756782054904,0.8694599866867065,0.4934044942259789,0.838100016117096
18,0.36851007413864134,0.8741400241851807,0.5679411002993584,0.823199987411499
19,0.35695611757040024,0.8803200125694275,0.5892594423890114,0.8098000288009644
20,0.3429224732518196,0.8834400177001953,0.5472333347797393,0.8289999961853027
21,0.3390969667136669,0.885420024394989,0.4997860455513001,0.8403000235557556
22,0.3253985137194395,0.8884199857711792,0.4492575466632843,0.8616999983787537
23,0.3129967606663704,0.89410001039505,0.5165134847164154,0.8357999920845032
24,0.30764284819364546,0.8945000171661377,0.4580679988861084,0.8537999987602234
25,0.2925138719677925,0.9004200100898743,0.47674086451530456,0.8574000000953674
26,0.2884107800871134,0.9027199745178223,0.5679398620128632,0.8324999809265137
27,0.2750296724289656,0.9055200219154358,0.48418198093771936,0.8568999767303467
28,0.268674675360322,0.907800018787384,0.5003370626270771,0.8503000140190125
29,0.2691509763598442,0.9081199765205383,0.45340318635106086,0.8569999933242798
30,0.2561958849877119,0.9130799770355225,0.4808255982398987,0.8515999913215637
31,0.24801457311213015,0.9156000018119812,0.48321539372205735,0.8521999716758728
32,0.23738890935480594,0.9200800061225891,0.5022411547601223,0.8537999987602234
33,0.23808136112987996,0.9184200167655945,0.44221816822886467,0.870199978351593
34,0.2287117245346308,0.9221600294113159,0.4484280800819397,0.8646000027656555
35,0.22810211607813835,0.9209200143814087,0.4563408540189266,0.8652999997138977
36,0.2186724475622177,0.9254599809646606,0.4659414964914322,0.8614000082015991
37,0.2201108476370573,0.9249799847602844,0.44587973833084105,0.8695999979972839
38,0.21216301033645868,0.9283400177955627,0.45748240768909454,0.8664000034332275
39,0.2058435040935874,0.9287199974060059,0.4811739782989025,0.8597000241279602
40,0.2007432661652565,0.9320200085639954,0.48588176518678666,0.859499990940094
41,0.19849012918770315,0.9334200024604797,0.5134626032412052,0.8555999994277954
42,0.19827443700283764,0.9321200251579285,0.5160587713122368,0.855400025844574
43,0.19005069175362588,0.935259997844696,0.511285208016634,0.859000027179718
44,0.18926110568642615,0.9358400106430054,0.4460082158446312,0.8702999949455261
45,0.18642020388692618,0.9377999901771545,0.47653383523225784,0.8665000200271606
46,0.18199912694096565,0.9362999796867371,0.4693570268154144,0.8697999715805054
47,0.17871613413095475,0.9384599924087524,0.4852202232182026,0.8640999794006348
48,0.17383696468919516,0.939740002155304,0.46418536469340327,0.8723999857902527
49,0.17458987563848496,0.9409000277519226,0.45672223314642907,0.8738999962806702
